gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID
633990,2021-05-25,1,2,3,Whit Merrifield,593160,merriwh01,Carlos Santana,467793,santaca01,Salvador Perez,521692,perezsa02,Andrew Benintendi,643217,beninan01,Kelvin Gutiérrez,642721,gutieke01,Jorge Soler,624585,solerjo01,Adalberto Mondesi,609275,mondera02,Michael A. Taylor,572191,taylomi02,Cam Gallagher,595956,gallaca01,Ji Man Choi,596847,choiji01,Austin Meadows,640457,meadoau01,Yandy Díaz,650490,diazya01,Brandon Lowe,664040,lowebr01,Joey Wendle,621563,wendljo01,Taylor Walls,670764,wallsta01,Francisco Mejía,642336,mejiafr01,Kevin Kiermaier,595281,kiermke01,Brett Phillips,621433,phillbr02,Rich Hill,448179,hillri01,Brad Keller,641745,kellebr01,Pete Fairbanks,664126,fairbpe01,Jake Brentz,641394,brentja01,Kyle Zimmer,622092,zimmeky01
