game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777600,Minnesota Twins,Toronto Blue Jays,8.0,Over,Bo Bichette,Vladimir Guerrero Jr.,Addison Barger,George Springer,Nathan Lukes,Ernie Clement,Andrés Giménez,Jonatan Clase,Tyler Heineman,Trevor Larnach,Ryan Jeffers,Carlos Correa,Matt Wallner,Ty France,Royce Lewis,Kody Clemens,Willi Castro,Harrison Bader,Kevin Gausman,Chris Paddack
777609,Detroit Tigers,Chicago Cubs,8.5,Under,Ian Happ,Kyle Tucker,Seiya Suzuki,Dansby Swanson,Pete Crow-Armstrong,Nico Hoerner,Michael Busch,Matt Shaw,Reese McGuire,Parker Meadows,Gleyber Torres,Kerry Carpenter,Riley Greene,Spencer Torkelson,Wenceel Pérez,Zach McKinstry,Jake Rogers,Trey Sweeney,Jameson Taillon,Tyler Holton
777601,St. Louis Cardinals,Los Angeles Dodgers,8.0,Over,Shohei Ohtani,Mookie Betts,Freddie Freeman,Will Smith,Max Muncy,Andy Pages,Michael Conforto,Tommy Edman,Hyeseong Kim,Lars Nootbaar,Masyn Winn,Brendan Donovan,Willson Contreras,Alec Burleson,Iván Herrera,Nolan Gorman,Pedro Pagés,Victor Scott II,Yoshinobu Yamamoto,Erick Fedde
777610,Washington Nationals,Texas Rangers,8.0,Under,Sam Haggerty,Wyatt Langford,Josh Jung,Marcus Semien,Jake Burger,Adolis García,Jonah Heim,Kyle Higashioka,Ezequiel Duran,CJ Abrams,James Wood,Luis García Jr.,Josh Bell,Nathaniel Lowe,Robert Hassell III,Alex Call,Keibert Ruiz,José Tena,Jacob deGrom,Mitchell Parker
777607,Pittsburgh Pirates,Philadelphia Phillies,8.0,Under,Trea Turner,Kyle Schwarber,Alec Bohm,Nick Castellanos,J.T. Realmuto,Edmundo Sosa,Otto Kemp,Weston Wilson,Johan Rojas,Nick Gonzales,Andrew McCutchen,Bryan Reynolds,Alexander Canario,Ke'Bryan Hayes,Henry Davis,Tommy Pham,Jared Triolo,Isiah Kiner-Falefa,Ranger Suárez,Andrew Heaney
777612,Cincinnati Reds,Arizona Diamondbacks,9.0,Under,Geraldo Perdomo,Ketel Marte,Pavin Smith,Josh Naylor,Eugenio Suárez,Lourdes Gurriel Jr.,Randal Grichuk,Alek Thomas,Jose Herrera,TJ Friedl,Gavin Lux,Elly De La Cruz,Christian Encarnacion-Strand,Will Benson,Tyler Stephenson,Spencer Steer,Jake Fraley,Matt McLain,Ryne Nelson,Nick Martinez
777598,San Francisco Giants,Atlanta Braves,7.5,Under,Ronald Acuña Jr.,Drake Baldwin,Austin Riley,Matt Olson,Marcell Ozuna,Michael Harris II,Ozzie Albies,Alex Verdugo,Nick Allen,Daniel Johnson,Heliot Ramos,Wilmer Flores,Matt Chapman,Dominic Smith,Willy Adames,Mike Yastrzemski,Patrick Bailey,Tyler Fitzgerald,Bryce Elder,Logan Webb
777606,Chicago White Sox,Kansas City Royals,8.0,Under,Jonathan India,Bobby Witt Jr.,Maikel Garcia,Vinnie Pasquantino,Salvador Perez,Jac Caglianone,Drew Waters,Michael Massey,Kyle Isbel,Mike Tauchman,Chase Meidroth,Andrew Benintendi,Miguel Vargas,Kyle Teel,Edgar Quero,Luis Robert Jr.,Josh Rojas,Tim Elko,Michael Wacha,Adrian Houser
777611,Tampa Bay Rays,Miami Marlins,8.5,Under,Xavier Edwards,Jesús Sánchez,Otto Lopez,Agustín Ramírez,Liam Hicks,Eric Wagaman,Dane Myers,Connor Norby,Nick Fortes,Yandy Díaz,Curtis Mead,Brandon Lowe,Junior Caminero,Jake Mangum,José Caballero,Christopher Morel,Danny Jansen,Taylor Walls,Ryan Weathers,Taj Bradley
777608,Cleveland Guardians,Houston Astros,6.5,Over,Jeremy Peña,Isaac Paredes,Jose Altuve,Christian Walker,Victor Caratini,Yainer Diaz,Jake Meyers,Mauricio Dubón,Brendan Rodgers,Steven Kwan,Angel Martínez,José Ramírez,Kyle Manzardo,Daniel Schneemann,Gabriel Arias,Bo Naylor,Nolan Jones,Will Wilson,Hunter Brown,Gavin Williams
