game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776754,11:10,Chicago White Sox,Detroit Tigers,8.0,Over,1,1,0,1,Colt Keith,Gleyber Torres,Kerry Carpenter,Spencer Torkelson,Riley Greene,Wenceel Pérez,Javier Báez,Trey Sweeney,Jake Rogers,Kyle Teel,Lenyn Sosa,Colson Montgomery,Luis Robert Jr.,Andrew Benintendi,Miguel Vargas,Edgar Quero,Brooks Baldwin,Curtis Mead,Troy Melton,Shane Smith
776759,11:10,Kansas City Royals,Washington Nationals,9.0,Under,15,0,1,1,James Wood,CJ Abrams,Luis García Jr.,Josh Bell,Nathaniel Lowe,Daylen Lile,Drew Millas,Brady House,Robert Hassell III,Mike Yastrzemski,Bobby Witt Jr.,Vinnie Pasquantino,Maikel Garcia,Salvador Perez,Adam Frazier,Jonathan India,John Rave,Kyle Isbel,Jake Irvin,Seth Lugo
776755,11:10,Milwaukee Brewers,Pittsburgh Pirates,7.0,Over,17,1,1,1,Ronny Simon,Spencer Horwitz,Bryan Reynolds,Tommy Pham,Nick Gonzales,Jack Suwinski,Joey Bart,Jared Triolo,Isiah Kiner-Falefa,Sal Frelick,Isaac Collins,William Contreras,Christian Yelich,Andrew Vaughn,Brice Turang,Blake Perkins,Anthony Seigler,Joey Ortiz,Mitch Keller,Brandon Woodruff
776758,11:15,St. Louis Cardinals,Colorado Rockies,8.0,Under,11,0,1,1,Tyler Freeman,Mickey Moniak,Ezequiel Tovar,Jordan Beck,Warming Bernabel,Kyle Karros,Yanquiel Fernández,Braxton Fulford,Adael Amador,Brendan Donovan,Iván Herrera,Masyn Winn,Alec Burleson,Nolan Gorman,Jordan Walker,Lars Nootbaar,Thomas Saggese,Pedro Pagés,Austin Gomber,Michael McGreevy
776746,11:35,Texas Rangers,Arizona Diamondbacks,8.0,Under,10,0,1,1,Geraldo Perdomo,Ketel Marte,Corbin Carroll,Adrian Del Castillo,Tyler Locklear,Jake McCarthy,Alek Thomas,James McCann,Blaze Alexander,Josh Smith,Corey Seager,Marcus Semien,Joc Pederson,Evan Carter,Jake Burger,Josh Jung,Jonah Heim,Ezequiel Duran,Zac Gallen,Merrill Kelly
776765,14:10,Cincinnati Reds,Philadelphia Phillies,8.0,Under,8,0,push,1,Trea Turner,Kyle Schwarber,Bryce Harper,J.T. Realmuto,Nick Castellanos,Brandon Marsh,Harrison Bader,Bryson Stott,Otto Kemp,TJ Friedl,Spencer Steer,Elly De La Cruz,Miguel Andujar,Austin Hays,Noelvi Marte,Tyler Stephenson,Santiago Espinal,Ke'Bryan Hayes,Cristopher Sánchez,Hunter Greene
776761,15:35,Baltimore Orioles,Seattle Mariners,8.5,Under,7,0,0,1,Randy Arozarena,Cal Raleigh,Julio Rodríguez,Eugenio Suárez,Josh Naylor,Mitch Garver,Jorge Polanco,J.P. Crawford,Dylan Moore,Jackson Holliday,Jordan Westburg,Gunnar Henderson,Adley Rutschman,Ryan Mountcastle,Ryan Noda,Coby Mayo,Daniel Johnson,Dylan Carlson,Logan Gilbert,Trevor Rogers
776749,12:45,San Francisco Giants,San Diego Padres,8.0,Under,12,0,1,1,Fernando Tatis Jr.,Luis Arraez,Manny Machado,Jackson Merrill,Xander Bogaerts,Ryan O'Hearn,Ramón Laureano,Jake Cronenworth,Elias Díaz,Heliot Ramos,Rafael Devers,Casey Schmitt,Dominic Smith,Willy Adames,Jung Hoo Lee,Christian Koss,Patrick Bailey,Drew Gilbert,Nick Pivetta,Kai-Wei Teng
776760,16:05,New York Yankees,Minnesota Twins,8.5,Under,5,0,0,0,Trevor Larnach,Byron Buxton,Luke Keaschall,Kody Clemens,Ryan Jeffers,Matt Wallner,Royce Lewis,Alan Roden,Brooks Lee,Trent Grisham,Aaron Judge,Cody Bellinger,Giancarlo Stanton,Ben Rice,Jazz Chisholm Jr.,Anthony Volpe,Ryan McMahon,Austin Wells,Joe Ryan,Cam Schlittler
776766,15:40,Cleveland Guardians,Miami Marlins,7.5,Under,17,0,1,1,Xavier Edwards,Kyle Stowers,Agustín Ramírez,Liam Hicks,Otto Lopez,Jakob Marsee,Heriberto Hernández,Troy Johnston,Graham Pauley,Steven Kwan,Daniel Schneemann,José Ramírez,Kyle Manzardo,C.J. Kayfus,Gabriel Arias,Angel Martínez,Bo Naylor,Brayan Rocchio,Eury Pérez,Gavin Williams
776757,16:07,Toronto Blue Jays,Chicago Cubs,8.5,Under,5,0,0,1,Michael Busch,Seiya Suzuki,Kyle Tucker,Ian Happ,Pete Crow-Armstrong,Nico Hoerner,Dansby Swanson,Matt Shaw,Miguel Amaya,Nathan Lukes,Bo Bichette,Vladimir Guerrero Jr.,Addison Barger,Alejandro Kirk,Daulton Varsho,Joey Loperfido,Ernie Clement,Andrés Giménez,Cade Horton,Kevin Gausman
776753,16:10,Houston Astros,Boston Red Sox,8.0,Over,5,1,0,1,Roman Anthony,Alex Bregman,Jarren Duran,Trevor Story,Masataka Yoshida,Romy Gonzalez,Wilyer Abreu,Ceddanne Rafaela,Connor Wong,Jeremy Peña,Jesús Sánchez,Jose Altuve,Christian Walker,Victor Caratini,Yainer Diaz,Ramón Urías,Cam Smith,Jacob Melton,Walker Buehler,Hunter Brown
