game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777968,New York Mets,Chicago Cubs,8.0,Over,Pete Crow-Armstrong,Kyle Tucker,Seiya Suzuki,Michael Busch,Carson Kelly,Nico Hoerner,Dansby Swanson,Justin Turner,Jon Berti,Francisco Lindor,Juan Soto,Pete Alonso,Mark Vientos,Brandon Nimmo,Starling Marte,Luis Torrens,Luisangel Acuña,Tyrone Taylor,Matthew Boyd,Griffin Canning
777962,Washington Nationals,St. Louis Cardinals,8.5,Over,Lars Nootbaar,Masyn Winn,Brendan Donovan,Nolan Arenado,Willson Contreras,Iván Herrera,Yohel Pozo,Jordan Walker,Victor Scott II,CJ Abrams,Alex Call,James Wood,Nathaniel Lowe,Josh Bell,Luis García Jr.,Dylan Crews,José Tena,Riley Adams,Miles Mikolas,MacKenzie Gore
777967,Pittsburgh Pirates,Atlanta Braves,8.0,Under,Alex Verdugo,Austin Riley,Matt Olson,Marcell Ozuna,Drake Baldwin,Ozzie Albies,Eli White,Michael Harris II,Nick Allen,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Joey Bart,Matt Gorski,Alexander Canario,Tommy Pham,Jared Triolo,Liover Peguero,Chris Sale,Carmen Mlodzinski
777969,Detroit Tigers,Texas Rangers,7.0,Over,Josh Smith,Wyatt Langford,Joc Pederson,Adolis García,Marcus Semien,Evan Carter,Josh Jung,Jonah Heim,Ezequiel Duran,Kerry Carpenter,Gleyber Torres,Colt Keith,Riley Greene,Spencer Torkelson,Zach McKinstry,Dillon Dingler,Jace Jung,Javier Báez,Nathan Eovaldi,Reese Olson
777963,Houston Astros,Cincinnati Reds,8.5,Under,TJ Friedl,Matt McLain,Elly De La Cruz,Austin Hays,Gavin Lux,Spencer Steer,Jose Trevino,Will Benson,Santiago Espinal,Jeremy Peña,Isaac Paredes,Christian Walker,Yainer Diaz,Victor Caratini,Zach Dezenzo,Jake Meyers,Brendan Rodgers,Cam Smith,Chase Petty,Ronel Blanco
777964,Tampa Bay Rays,Milwaukee Brewers,9.0,Under,Sal Frelick,Jackson Chourio,Christian Yelich,William Contreras,Brice Turang,Rhys Hoskins,Jake Bauers,Joey Ortiz,Caleb Durbin,Chandler Simpson,Brandon Lowe,Yandy Díaz,Jonathan Aranda,Kameron Misner,José Caballero,Travis Jankowski,Taylor Walls,Danny Jansen,Chad Patrick,Drew Rasmussen
777956,Minnesota Twins,San Francisco Giants,8.5,Over,Mike Yastrzemski,Willy Adames,Jung Hoo Lee,Matt Chapman,Heliot Ramos,LaMonte Wade Jr.,Luis Matos,Sam Huff,Brett Wisely,Byron Buxton,Trevor Larnach,Ty France,Brooks Lee,Ryan Jeffers,Willi Castro,Royce Lewis,Kody Clemens,Harrison Bader,Landen Roupp,Pablo López
777965,Kansas City Royals,Boston Red Sox,8.5,Under,Jarren Duran,Rafael Devers,Alex Bregman,Wilyer Abreu,Trevor Story,Nick Sogard,David Hamilton,Carlos Narváez,Ceddanne Rafaela,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Salvador Perez,Maikel Garcia,Michael Massey,Drew Waters,Luke Maile,Kyle Isbel,Lucas Giolito,Seth Lugo
777966,Chicago White Sox,Miami Marlins,8.0,Under,Xavier Edwards,Jesús Sánchez,Agustín Ramírez,Eric Wagaman,Kyle Stowers,Connor Norby,Matt Mervis,Nick Fortes,Javier Sanoja,Chase Meidroth,Josh Rojas,Andrew Vaughn,Matt Thaiss,Lenyn Sosa,Joshua Palacios,Tim Elko,Brooks Baldwin,Michael A. Taylor,Sandy Alcantara,Sean Burke
777955,Colorado Rockies,San Diego Padres,11.5,Under,Fernando Tatis Jr.,Luis Arraez,Manny Machado,Gavin Sheets,Xander Bogaerts,Jake Cronenworth,Jason Heyward,Elias Díaz,Tyler Wade,Brenton Doyle,Jordan Beck,Ryan McMahon,Hunter Goodman,Michael Toglia,Mickey Moniak,Kyle Farmer,Jacob Stallings,Alan Trejo,Nick Pivetta,Germán Márquez
777957,Athletics,New York Yankees,11.0,Under,Ben Rice,Aaron Judge,Cody Bellinger,Paul Goldschmidt,Jasson Domínguez,Anthony Volpe,Austin Wells,Oswaldo Cabrera,Jorbit Vivas,Jacob Wilson,Brent Rooker,Tyler Soderstrom,Shea Langeliers,Miguel Andujar,Nick Kurtz,Luis Urías,JJ Bleday,Gio Urshela,Ryan Yarbrough,Luis Severino
777961,Los Angeles Angels,Baltimore Orioles,9.0,Under,Gunnar Henderson,Tyler O'Neill,Ryan Mountcastle,Adley Rutschman,Ramón Laureano,Jackson Holliday,Emmanuel Rivera,Cedric Mullins,Maverick Handley,Zach Neto,Yoán Moncada,Jorge Soler,Taylor Ward,Logan O'Hoppe,Jo Adell,Kyren Paris,Kevin Newman,Tim Anderson,Zach Eflin,Tyler Anderson
777954,Arizona Diamondbacks,Los Angeles Dodgers,9.5,Under,Shohei Ohtani,Mookie Betts,Freddie Freeman,Will Smith,Max Muncy,Andy Pages,Michael Conforto,Hyeseong Kim,James Outman,Corbin Carroll,Geraldo Perdomo,Pavin Smith,Josh Naylor,Eugenio Suárez,Lourdes Gurriel Jr.,Alek Thomas,Tim Tawa,Jose Herrera,Tony Gonsolin,Zac Gallen
777971,Cleveland Guardians,Philadelphia Phillies,7.5,Over,Bryson Stott,Trea Turner,Bryce Harper,Kyle Schwarber,Nick Castellanos,Max Kepler,J.T. Realmuto,Alec Bohm,Johan Rojas,Steven Kwan,Daniel Schneemann,José Ramírez,Carlos Santana,Kyle Manzardo,Bo Naylor,Gabriel Arias,Nolan Jones,Angel Martínez,Zack Wheeler,Luis L. Ortiz
777958,Seattle Mariners,Toronto Blue Jays,8.0,Under,Bo Bichette,Vladimir Guerrero Jr.,Addison Barger,George Springer,Alejandro Kirk,Nathan Lukes,Ernie Clement,Myles Straw,Jonatan Clase,J.P. Crawford,Julio Rodríguez,Cal Raleigh,Randy Arozarena,Rowdy Tellez,Mitch Garver,Leody Taveras,Miles Mastrobuoni,Dylan Moore,José Ureña,Bryce Miller
