game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776804,10:35,Baltimore Orioles,Athletics,9.0,Under,5,0,0,1,Shea Langeliers,Brent Rooker,Nick Kurtz,Colby Thomas,Darell Hernaiz,JJ Bleday,Gio Urshela,Willie MacIver,Max Schuemann,Jackson Holliday,Jordan Westburg,Gunnar Henderson,Adley Rutschman,Ryan Mountcastle,Jeremiah Jackson,Alex Jackson,Greg Allen,Jordyn Adams,Luis Morales,Cade Povich
776796,10:05,Minnesota Twins,Kansas City Royals,9.0,Under,8,0,0,1,Mike Yastrzemski,Maikel Garcia,Vinnie Pasquantino,Salvador Perez,Adam Frazier,Jonathan India,John Rave,Luke Maile,Kyle Isbel,Austin Martin,Kody Clemens,Ryan Jeffers,Luke Keaschall,Alan Roden,Trevor Larnach,Brooks Lee,Mickey Gasper,Ryan Fitzgerald,Ryan Bergert,José Ureña
776801,10:35,Pittsburgh Pirates,Cincinnati Reds,8.0,Over,22,1,1,1,TJ Friedl,Gavin Lux,Elly De La Cruz,Miguel Andujar,Austin Hays,Noelvi Marte,Spencer Steer,Jose Trevino,Ke'Bryan Hayes,Spencer Horwitz,Tommy Pham,Bryan Reynolds,Oneil Cruz,Nick Gonzales,Jack Suwinski,Jared Triolo,Henry Davis,Isiah Kiner-Falefa,Zack Littell,Mike Burrows
776803,10:35,Atlanta Braves,Miami Marlins,8.5,Under,8,0,0,1,Xavier Edwards,Heriberto Hernández,Kyle Stowers,Otto Lopez,Dane Myers,Eric Wagaman,Derek Hill,Liam Hicks,Javier Sanoja,Jurickson Profar,Matt Olson,Marcell Ozuna,Sean Murphy,Michael Harris II,Ozzie Albies,Eli White,Nacho Alvarez Jr.,Nick Allen,Cal Quantrill,Joey Wentz
776797,10:35,New York Yankees,Houston Astros,9.0,Under,8,0,0,1,Jeremy Peña,Carlos Correa,Jose Altuve,Christian Walker,Victor Caratini,Jesús Sánchez,Cam Smith,Mauricio Dubón,Chas McCormick,Trent Grisham,Ben Rice,Aaron Judge,Cody Bellinger,Jazz Chisholm Jr.,Jasson Domínguez,Anthony Volpe,Ryan McMahon,Austin Wells,Jason Alexander,Max Fried
776793,13:05,San Francisco Giants,Washington Nationals,8.0,Over,8,1,push,1,James Wood,CJ Abrams,Josh Bell,Paul DeJong,Nathaniel Lowe,Riley Adams,Daylen Lile,Brady House,Jacob Young,Heliot Ramos,Rafael Devers,Willy Adames,Wilmer Flores,Matt Chapman,Casey Schmitt,Jung Hoo Lee,Patrick Bailey,Drew Gilbert,MacKenzie Gore,Justin Verlander
776806,10:40,Detroit Tigers,Los Angeles Angels,9.5,Under,14,0,1,1,Zach Neto,Nolan Schanuel,Mike Trout,Taylor Ward,Jo Adell,Luis Rengifo,Logan O'Hoppe,Christian Moore,Bryce Teodosio,Colt Keith,Gleyber Torres,Kerry Carpenter,Riley Greene,Spencer Torkelson,Zach McKinstry,Dillon Dingler,Trey Sweeney,Javier Báez,Jack Kochanowicz,Casey Mize
776798,11:10,Chicago White Sox,Cleveland Guardians,9.0,Under,10,0,1,1,Steven Kwan,Daniel Schneemann,José Ramírez,Kyle Manzardo,Gabriel Arias,Angel Martínez,C.J. Kayfus,Brayan Rocchio,Austin Hedges,Mike Tauchman,Lenyn Sosa,Andrew Benintendi,Luis Robert Jr.,Colson Montgomery,Curtis Mead,Kyle Teel,Brooks Baldwin,Josh Rojas,Slade Cecconi,Davis Martin
776799,11:10,Milwaukee Brewers,New York Mets,8.0,Under,13,0,1,1,Francisco Lindor,Juan Soto,Brandon Nimmo,Pete Alonso,Jeff McNeil,Ronny Mauricio,Cedric Mullins,Brett Baty,Luis Torrens,Caleb Durbin,Isaac Collins,William Contreras,Andrew Vaughn,Blake Perkins,Andruw Monasterio,Danny Jansen,Brandon Lockridge,Joey Ortiz,Sean Manaea,Quinn Priester
776800,11:35,Texas Rangers,Philadelphia Phillies,7.5,Over,6,1,0,1,Trea Turner,Kyle Schwarber,Bryce Harper,J.T. Realmuto,Nick Castellanos,Harrison Bader,Edmundo Sosa,Bryson Stott,Weston Wilson,Josh Smith,Corey Seager,Marcus Semien,Joc Pederson,Adolis García,Wyatt Langford,Rowdy Tellez,Josh Jung,Kyle Higashioka,Zack Wheeler,Patrick Corbin
