game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776796,Minnesota Twins,Kansas City Royals,9.0,Under,Mike Yastrzemski,Maikel Garcia,Vinnie Pasquantino,Salvador Perez,Adam Frazier,Jonathan India,John Rave,Luke Maile,Kyle Isbel,Austin Martin,Kody Clemens,Ryan Jeffers,Luke Keaschall,Alan Roden,Trevor Larnach,Brooks Lee,Mickey Gasper,Ryan Fitzgerald,Ryan Bergert,José Ureña
776804,Baltimore Orioles,Athletics,9.0,Under,Shea Langeliers,Brent Rooker,Nick Kurtz,Colby Thomas,Darell Hernaiz,JJ Bleday,Gio Urshela,Willie MacIver,Max Schuemann,Jackson Holliday,Jordan Westburg,Gunnar Henderson,Adley Rutschman,Ryan Mountcastle,Jeremiah Jackson,Alex Jackson,Greg Allen,Jordyn Adams,Luis Morales,Cade Povich
776801,Pittsburgh Pirates,Cincinnati Reds,8.0,Over,TJ Friedl,Gavin Lux,Elly De La Cruz,Miguel Andujar,Austin Hays,Noelvi Marte,Spencer Steer,Jose Trevino,Ke'Bryan Hayes,Spencer Horwitz,Tommy Pham,Bryan Reynolds,Oneil Cruz,Nick Gonzales,Jack Suwinski,Jared Triolo,Henry Davis,Isiah Kiner-Falefa,Zack Littell,Mike Burrows
776803,Atlanta Braves,Miami Marlins,8.5,Under,Xavier Edwards,Heriberto Hernandez,Kyle Stowers,Otto Lopez,Dane Myers,Eric Wagaman,Derek Hill,Liam Hicks,Javier Sanoja,Jurickson Profar,Matt Olson,Marcell Ozuna,Sean Murphy,Michael Harris II,Ozzie Albies,Eli White,Nacho Alvarez Jr.,Nick Allen,Cal Quantrill,Joey Wentz
776797,New York Yankees,Houston Astros,9.0,Under,Jeremy Peña,Carlos Correa,Jose Altuve,Christian Walker,Victor Caratini,Jesús Sánchez,Cam Smith,Mauricio Dubón,Chas McCormick,Trent Grisham,Ben Rice,Aaron Judge,Cody Bellinger,Jazz Chisholm Jr.,Jasson Domínguez,Anthony Volpe,Ryan McMahon,Austin Wells,Jason Alexander,Max Fried
776798,Chicago White Sox,Cleveland Guardians,9.0,Under,Steven Kwan,Daniel Schneemann,José Ramírez,Kyle Manzardo,Gabriel Arias,Angel Martínez,C.J. Kayfus,Brayan Rocchio,Austin Hedges,Mike Tauchman,Lenyn Sosa,Andrew Benintendi,Luis Robert Jr.,Colson Montgomery,Curtis Mead,Kyle Teel,Brooks Baldwin,Josh Rojas,Slade Cecconi,Davis Martin
776806,Detroit Tigers,Los Angeles Angels,9.5,Under,Zach Neto,Nolan Schanuel,Mike Trout,Taylor Ward,Jo Adell,Luis Rengifo,Logan O'Hoppe,Christian Moore,Bryce Teodosio,Colt Keith,Gleyber Torres,Kerry Carpenter,Riley Greene,Spencer Torkelson,Zach McKinstry,Dillon Dingler,Trey Sweeney,Javier Báez,Jack Kochanowicz,Casey Mize
776793,San Francisco Giants,Washington Nationals,8.0,Over,,,,,,,,,,,,,,,,,,,,
776799,Milwaukee Brewers,New York Mets,8.0,Under,Francisco Lindor,Juan Soto,Brandon Nimmo,Pete Alonso,Jeff McNeil,Ronny Mauricio,Cedric Mullins,Brett Baty,Luis Torrens,Caleb Durbin,Isaac Collins,William Contreras,Andrew Vaughn,Blake Perkins,Andruw Monasterio,Danny Jansen,Brandon Lockridge,Joey Ortiz,Sean Manaea,Quinn Priester
776800,Texas Rangers,Philadelphia Phillies,7.5,Under,Trea Turner,Kyle Schwarber,Bryce Harper,J.T. Realmuto,Nick Castellanos,Harrison Bader,Edmundo Sosa,Bryson Stott,Weston Wilson,Josh Smith,Corey Seager,Marcus Semien,Joc Pederson,Adolis García,Wyatt Langford,Rowdy Tellez,Josh Jung,Kyle Higashioka,Zack Wheeler,Patrick Corbin
776794,Arizona Diamondbacks,Colorado Rockies,9.0,Under,,,,,,,,,,Corbin Carroll,Ketel Marte,Geraldo Perdomo,Lourdes Gurriel Jr.,Adrian Del Castillo,Tyler Locklear,Alek Thomas,James McCann,Blaze Alexander,,Brandon Pfaadt
776791,Seattle Mariners,Tampa Bay Rays,7.5,Over,,,,,,,,,,Randy Arozarena,Cal Raleigh,Julio Rodríguez,Josh Naylor,Eugenio Suárez,Jorge Polanco,Mitch Garver,Dominic Canzone,J.P. Crawford,,Bryan Woo
776789,San Diego Padres,Boston Red Sox,7.5,Over,Roman Anthony,Alex Bregman,Jarren Duran,Trevor Story,Masataka Yoshida,Romy Gonzalez,Wilyer Abreu,Ceddanne Rafaela,Connor Wong,,,,,,,,,,Brayan Bello,
776795,St. Louis Cardinals,Chicago Cubs,7.5,Over,,,,,,,,,,,,,,,,,,,,
776788,Los Angeles Dodgers,Toronto Blue Jays,8.5,Over,,,,,,,,,,,,,,,,,,,,
